"","gene_id","annotation"
"700","ENSG00000117472","protein_coding"
"701","ENSG00000275350","processed_pseudogene"
"702","ENSG00000116652","lncRNA"
"703","ENSG00000203605","lncRNA"
"704","ENSG00000123080","protein_coding"
"705","ENSG00000177452","processed_pseudogene"
"706","ENSG00000285778","lncRNA"
"707","ENSG00000077549","protein_coding"
"708","ENSG00000233407","lncRNA"
"709","ENSG00000225675","lncRNA"
"710","ENSG00000237622","processed_pseudogene"
"711","ENSG00000162598","protein_coding"
"712","ENSG00000280317","TEC"
"713","ENSG00000162415","protein_coding"
"714","ENSG00000229133","processed_pseudogene"
"715","ENSG00000185483","protein_coding"
"716","ENSG00000162600","protein_coding"
"717","ENSG00000116704","protein_coding"
"718","ENSG00000225623","lncRNA"
"719","ENSG00000261213","lncRNA"
"720","ENSG00000227644","processed_pseudogene"
"721","ENSG00000157193","protein_coding"
"722","ENSG00000116205","protein_coding"
"723","ENSG00000198841","protein_coding"
"724","ENSG00000116212","protein_coding"
"725","ENSG00000234204","processed_pseudogene"
"726","ENSG00000116729","protein_coding"
"727","ENSG00000224127","lncRNA"
"728","ENSG00000233099","lncRNA"
"729","ENSG00000233994","processed_pseudogene"
"730","ENSG00000237180","processed_pseudogene"
"731","ENSG00000223956","lncRNA"
"732","ENSG00000213561","processed_pseudogene"
"733","ENSG00000234496","processed_pseudogene"
"734","ENSG00000233973","lncRNA"
"735","ENSG00000237552","lncRNA"
"736","ENSG00000132854","protein_coding"
"737","ENSG00000227556","unprocessed_pseudogene"
"738","ENSG00000162616","protein_coding"
"739","ENSG00000271355","processed_pseudogene"
"740","ENSG00000162607","protein_coding"
"741","ENSG00000233602","lncRNA"
"742","ENSG00000233271","lncRNA"
"743","ENSG00000285954","lncRNA"
"744","ENSG00000233333","processed_pseudogene"
"745","ENSG00000154027","protein_coding"
"746","ENSG00000234108","processed_pseudogene"
"747","ENSG00000232676","processed_pseudogene"
"748","ENSG00000225167","processed_pseudogene"
"749","ENSG00000132122","protein_coding"
"750","ENSG00000213579","processed_pseudogene"
"751","ENSG00000137960","protein_coding"
"752","ENSG00000227288","processed_pseudogene"
"753","ENSG00000237852","lncRNA"
"754","ENSG00000116745","protein_coding"
"755","ENSG00000132855","protein_coding"
"756","ENSG00000285407","lncRNA"
"757","ENSG00000272506","lncRNA"
"758","ENSG00000172380","protein_coding"
"759","ENSG00000286429","lncRNA"
"760","ENSG00000272855","lncRNA"
"761","ENSG00000270549","processed_pseudogene"
"762","ENSG00000237163","processed_pseudogene"
"763","ENSG00000234184","lncRNA"
"764","ENSG00000229636","processed_pseudogene"
"765","ENSG00000116675","protein_coding"
"766","ENSG00000224149","lncRNA"
"767","ENSG00000162433","protein_coding"
"768","ENSG00000213625","protein_coding"
"769","ENSG00000085999","protein_coding"
"770","ENSG00000227207","processed_pseudogene"
"771","ENSG00000227016","lncRNA"
"772","ENSG00000236200","lncRNA"
"773","ENSG00000233664","processed_pseudogene"
"774","ENSG00000237928","lncRNA"
"775","ENSG00000158966","protein_coding"
"776","ENSG00000284882","lncRNA"
"777","ENSG00000213703","processed_pseudogene"
"778","ENSG00000203965","protein_coding"
"779","ENSG00000223479","lncRNA"
"780","ENSG00000234953","lncRNA"
"781","ENSG00000233674","processed_pseudogene"
"782","ENSG00000153898","protein_coding"
"783","ENSG00000233290","lncRNA"
"784","ENSG00000117069","protein_coding"
"785","ENSG00000229943","lncRNA"
"786","ENSG00000187048","protein_coding"
"787","ENSG00000286918","lncRNA"
"788","ENSG00000228734","lncRNA"
"789","ENSG00000125703","protein_coding"
"790","ENSG00000228056","processed_pseudogene"
"791","ENSG00000285041","lncRNA"
"792","ENSG00000185839","processed_pseudogene"
"793","ENSG00000285808","lncRNA"
"794","ENSG00000236676","lncRNA"
"795","ENSG00000275678","lncRNA"
"796","ENSG00000229440","processed_pseudogene"
"797","ENSG00000234144","processed_pseudogene"
"798","ENSG00000226891","lncRNA"
"799","ENSG00000213540","processed_pseudogene"
"800","ENSG00000277670","unprocessed_pseudogene"
"801","ENSG00000227466","lncRNA"
"802","ENSG00000154007","protein_coding"
"803","ENSG00000225242","processed_pseudogene"
"804","ENSG00000230498","lncRNA"
"805","ENSG00000229554","processed_pseudogene"
"806","ENSG00000285851","lncRNA"
"807","ENSG00000285782","lncRNA"
"808","ENSG00000162618","protein_coding"
"809","ENSG00000224493","processed_pseudogene"
"810","ENSG00000131233","protein_coding"
"811","ENSG00000272371","lncRNA"
"812","ENSG00000287647","lncRNA"
"813","ENSG00000229225","lncRNA"
"814","ENSG00000230863","transcribed_processed_pseudogene"
"815","ENSG00000234383","processed_pseudogene"
"816","ENSG00000271576","lncRNA"
"817","ENSG00000213560","processed_pseudogene"
"818","ENSG00000153936","protein_coding"
"819","ENSG00000267734","lncRNA"
"820","ENSG00000287224","lncRNA"
"821","ENSG00000225598","lncRNA"
"822","ENSG00000227883","processed_pseudogene"
"823","ENSG00000174021","protein_coding"
"824","ENSG00000084072","protein_coding"
"825","ENSG00000286455","lncRNA"
"826","ENSG00000225087","lncRNA"
"827","ENSG00000224986","processed_pseudogene"
"828","ENSG00000285374","lncRNA"
"829","ENSG00000180488","protein_coding"
"830","ENSG00000280378","TEC"
"831","ENSG00000286863","lncRNA"
"832","ENSG00000016490","protein_coding"
"833","ENSG00000233595","processed_pseudogene"
"834","ENSG00000188786","protein_coding"
"835","ENSG00000117151","protein_coding"
"836","ENSG00000162434","protein_coding"
"837","ENSG00000230053","processed_pseudogene"
"838","ENSG00000137941","protein_coding"
"839","ENSG00000273338","lncRNA"
"840","ENSG00000116717","protein_coding"
"841","ENSG00000223720","lncRNA"
"842","ENSG00000224326","lncRNA"
"843","ENSG00000235002","processed_pseudogene"
"844","ENSG00000286548","lncRNA"
"845","ENSG00000137968","protein_coding"
"846","ENSG00000066135","protein_coding"
"847","ENSG00000230027","lncRNA"
"848","ENSG00000233061","lncRNA"
"849","ENSG00000272094","lncRNA"
"850","ENSG00000228853","lncRNA"
"851","ENSG00000215874","processed_pseudogene"
"852","ENSG00000232453","lncRNA"
"853","ENSG00000260386","transcribed_unitary_pseudogene"
"854","ENSG00000284895","protein_coding"
"855","ENSG00000117174","protein_coding"
"856","ENSG00000237413","lncRNA"
"857","ENSG00000184313","protein_coding"
"858","ENSG00000224494","processed_pseudogene"
"859","ENSG00000284645","lncRNA"
"860","ENSG00000225605","lncRNA"
"861","ENSG00000226476","lncRNA"
"862","ENSG00000234807","lncRNA"
"863","ENSG00000225446","lncRNA"
"864","ENSG00000288543","lncRNA"
"865","ENSG00000234683","processed_pseudogene"
"866","ENSG00000122420","protein_coding"
"867","ENSG00000284240","lncRNA"
"868","ENSG00000267561","protein_coding"
"869","ENSG00000236290","processed_pseudogene"
"870","ENSG00000143013","protein_coding"
"871","ENSG00000226084","processed_pseudogene"
"872","ENSG00000134748","protein_coding"
"873","ENSG00000097096","protein_coding"
"874","ENSG00000142892","protein_coding"
"875","ENSG00000242598","processed_pseudogene"
"876","ENSG00000219102","processed_pseudogene"
"877","ENSG00000184005","protein_coding"
"878","ENSG00000230953","processed_pseudogene"
"879","ENSG00000287743","lncRNA"
"880","ENSG00000229332","processed_pseudogene"
"881","ENSG00000227937","processed_pseudogene"
"882","ENSG00000229752","processed_pseudogene"
"883","ENSG00000237505","lncRNA"
"884","ENSG00000285462","lncRNA"
"885","ENSG00000233216","processed_pseudogene"
"886","ENSG00000197273","protein_coding"
"887","ENSG00000226804","processed_pseudogene"
"888","ENSG00000285325","lncRNA"
"889","ENSG00000058804","protein_coding"
"890","ENSG00000230728","lncRNA"
"891","ENSG00000162402","protein_coding"
"892","ENSG00000232846","processed_pseudogene"
"893","ENSG00000219201","processed_pseudogene"
"894","ENSG00000287661","lncRNA"
"895","ENSG00000230787","processed_pseudogene"
"896","ENSG00000116641","protein_coding"
"897","ENSG00000235927","lncRNA"
"898","ENSG00000223920","processed_pseudogene"
"899","ENSG00000237453","lncRNA"
"900","ENSG00000281207","lncRNA"
"901","ENSG00000172260","protein_coding"
"902","ENSG00000285473","lncRNA"
"903","ENSG00000237959","processed_pseudogene"
"904","ENSG00000231364","lncRNA"
"905","ENSG00000234578","lncRNA"
"906","ENSG00000185104","protein_coding"
"907","ENSG00000117480","protein_coding"
"908","ENSG00000227960","lncRNA"
"909","ENSG00000137944","protein_coding"
"910","ENSG00000237568","lncRNA"
"911","ENSG00000229505","processed_pseudogene"
"912","ENSG00000228187","processed_pseudogene"
"913","ENSG00000285201","lncRNA"
"914","ENSG00000182183","protein_coding"
"915","ENSG00000236407","processed_pseudogene"
"916","ENSG00000232284","lncRNA"
"917","ENSG00000236915","lncRNA"
"918","ENSG00000271949","protein_coding"
"919","ENSG00000227062","processed_pseudogene"
"920","ENSG00000067334","protein_coding"
"921","ENSG00000235011","lncRNA"
"922","ENSG00000284734","lncRNA"
"923","ENSG00000215875","processed_pseudogene"
"924","ENSG00000235673","processed_pseudogene"
"925","ENSG00000225938","lncRNA"
"926","ENSG00000180869","lncRNA"
"927","ENSG00000226938","lncRNA"
"928","ENSG00000213559","processed_pseudogene"
"929","ENSG00000287587","lncRNA"
"930","ENSG00000122417","protein_coding"
"931","ENSG00000142949","protein_coding"
"932","ENSG00000116133","protein_coding"
"933","ENSG00000235105","processed_pseudogene"
"934","ENSG00000285210","lncRNA"
"935","ENSG00000232882","processed_pseudogene"
"936","ENSG00000224466","processed_pseudogene"
"937","ENSG00000171502","protein_coding"
"938","ENSG00000162399","protein_coding"
"939","ENSG00000231349","processed_pseudogene"
"940","ENSG00000116157","protein_coding"
"941","ENSG00000143036","protein_coding"
"942","ENSG00000232672","processed_pseudogene"
"943","ENSG00000230817","lncRNA"
"944","ENSG00000235613","processed_pseudogene"
"945","ENSG00000237478","processed_pseudogene"
"946","ENSG00000065243","protein_coding"
"947","ENSG00000226759","lncRNA"
"948","ENSG00000226960","unprocessed_pseudogene"
"949","ENSG00000233877","processed_pseudogene"
"950","ENSG00000284637","unprocessed_pseudogene"
"951","ENSG00000234080","processed_pseudogene"
"952","ENSG00000237899","lncRNA"
"953","ENSG00000238081","processed_pseudogene"
"954","ENSG00000234784","processed_pseudogene"
"955","ENSG00000225492","transcribed_unprocessed_pseudogene"
"956","ENSG00000223905","processed_pseudogene"
"957","ENSG00000227290","lncRNA"
"958","ENSG00000229486","processed_pseudogene"
"959","ENSG00000223683","processed_pseudogene"
"960","ENSG00000282898","lncRNA"
"961","ENSG00000117500","protein_coding"
"962","ENSG00000285409","lncRNA"
"963","ENSG00000016602","protein_coding"
"964","ENSG00000171790","protein_coding"
"965","ENSG00000231090","lncRNA"
"966","ENSG00000117528","protein_coding"
"967","ENSG00000271723","protein_coding"
"968","ENSG00000066185","protein_coding"
"969","ENSG00000172339","protein_coding"
"970","ENSG00000036549","protein_coding"
"971","ENSG00000287724","lncRNA"
"972","ENSG00000229567","processed_pseudogene"
"973","ENSG00000058799","protein_coding"
"974","ENSG00000233235","unprocessed_pseudogene"
"975","ENSG00000225191","processed_pseudogene"
"976","ENSG00000287870","lncRNA"
"977","ENSG00000235563","lncRNA"
"978","ENSG00000232048","processed_pseudogene"
"979","ENSG00000232857","processed_pseudogene"
"980","ENSG00000284846","lncRNA"
"981","ENSG00000273637","lncRNA"
"982","ENSG00000272145","lncRNA"
"983","ENSG00000235251","processed_pseudogene"
"984","ENSG00000203985","protein_coding"
"985","ENSG00000228838","lncRNA"
"986","ENSG00000283761","protein_coding"
"987","ENSG00000284716","lncRNA"
"988","ENSG00000189433","protein_coding"
"989","ENSG00000230759","lncRNA"
"990","ENSG00000231866","processed_pseudogene"
"991","ENSG00000179178","protein_coding"
"992","ENSG00000229687","processed_pseudogene"
"993","ENSG00000142700","protein_coding"
"994","ENSG00000285525","lncRNA"
"995","ENSG00000236098","lncRNA"
"996","ENSG00000233514","processed_pseudogene"
"997","ENSG00000127124","protein_coding"
"998","ENSG00000235055","processed_pseudogene"
"999","ENSG00000266993","lncRNA"
"1000","ENSG00000153923","transcribed_unprocessed_pseudogene"
"1001","ENSG00000097033","protein_coding"
"1002","ENSG00000223675","lncRNA"
"1003","ENSG00000182330","protein_coding"
"1004","ENSG00000162604","protein_coding"
"1005","ENSG00000229316","processed_pseudogene"
"1006","ENSG00000116171","protein_coding"
"1007","ENSG00000287406","lncRNA"
"1008","ENSG00000134709","protein_coding"
"1009","ENSG00000225767","lncRNA"
"1010","ENSG00000234099","unprocessed_pseudogene"
"1011","ENSG00000137936","protein_coding"
"1012","ENSG00000235308","processed_pseudogene"
"1013","ENSG00000232752","unprocessed_pseudogene"
"1014","ENSG00000235829","processed_pseudogene"
"1015","ENSG00000143032","protein_coding"
"1016","ENSG00000228971","lncRNA"
"1017","ENSG00000226745","processed_pseudogene"
"1018","ENSG00000178028","protein_coding"
"1019","ENSG00000280040","TEC"
"1020","ENSG00000168710","protein_coding"
"1021","ENSG00000117519","protein_coding"
"1022","ENSG00000270507","processed_pseudogene"
"1023","ENSG00000238037","processed_pseudogene"
"1024","ENSG00000215869","transcribed_processed_pseudogene"
"1025","ENSG00000134215","protein_coding"
"1026","ENSG00000227935","lncRNA"
"1027","ENSG00000229887","transcribed_unprocessed_pseudogene"
"1028","ENSG00000228502","processed_pseudogene"
"1029","ENSG00000236268","lncRNA"
"1030","ENSG00000225568","processed_pseudogene"
"1031","ENSG00000271277","processed_pseudogene"
"1032","ENSG00000236888","processed_pseudogene"
"1033","ENSG00000279778","TEC"
"1034","ENSG00000232015","processed_pseudogene"
"1035","ENSG00000230955","lncRNA"
"1036","ENSG00000230828","processed_pseudogene"
"1037","ENSG00000188641","protein_coding"
"1038","ENSG00000152078","protein_coding"
"1039","ENSG00000237279","processed_pseudogene"
"1040","ENSG00000233359","lncRNA"
"1041","ENSG00000237352","lncRNA"
"1042","ENSG00000215887","unprocessed_pseudogene"
"1043","ENSG00000237954","lncRNA"
"1044","ENSG00000185668","protein_coding"
"1045","ENSG00000171492","protein_coding"
"1046","ENSG00000233129","processed_pseudogene"
"1047","ENSG00000230798","lncRNA"
"1048","ENSG00000170989","protein_coding"
"1049","ENSG00000186086","protein_coding"
"1050","ENSG00000055732","protein_coding"
"1051","ENSG00000258634","lncRNA"
"1052","ENSG00000271914","lncRNA"
"1053","ENSG00000233557","processed_pseudogene"
"1054","ENSG00000237897","processed_pseudogene"
"1055","ENSG00000116299","protein_coding"
"1056","ENSG00000137962","protein_coding"
"1057","ENSG00000230881","lncRNA"
"1058","ENSG00000227832","processed_pseudogene"
"1059","ENSG00000198691","protein_coding"
"1060","ENSG00000286692","lncRNA"
"1061","ENSG00000236674","processed_pseudogene"
"1062","ENSG00000260464","lncRNA"
"1063","ENSG00000237435","lncRNA"
"1064","ENSG00000232825","lncRNA"
"1065","ENSG00000231996","processed_pseudogene"
"1066","ENSG00000273204","lncRNA"
"1067","ENSG00000079739","protein_coding"
"1068","ENSG00000242396","lncRNA"
"1069","ENSG00000117154","protein_coding"
"1070","ENSG00000162377","protein_coding"
"1071","ENSG00000224613","lncRNA"
"1072","ENSG00000176378","processed_pseudogene"
"1073","ENSG00000116670","protein_coding"
"1074","ENSG00000215871","processed_pseudogene"
"1075","ENSG00000287372","lncRNA"
"1076","ENSG00000232542","lncRNA"
"1077","ENSG00000231095","processed_pseudogene"
"1078","ENSG00000116774","protein_coding"
"1079","ENSG00000224081","transcribed_processed_pseudogene"
"1080","ENSG00000235299","processed_pseudogene"
"1081","ENSG00000287756","lncRNA"
"1082","ENSG00000269113","protein_coding"
"1083","ENSG00000284652","lncRNA"
"1084","ENSG00000023909","protein_coding"
"1085","ENSG00000117133","protein_coding"
"1086","ENSG00000069702","protein_coding"
"1087","ENSG00000232185","processed_pseudogene"
"1088","ENSG00000230489","lncRNA"
"1089","ENSG00000230721","processed_pseudogene"
"1090","ENSG00000228399","processed_pseudogene"
"1091","ENSG00000236776","processed_pseudogene"
"1092","ENSG00000285928","lncRNA"
"1093","ENSG00000224685","processed_pseudogene"
"1094","ENSG00000287076","lncRNA"
"1095","ENSG00000237480","lncRNA"
"1096","ENSG00000117461","protein_coding"
"1097","ENSG00000271252","lncRNA"
"1098","ENSG00000230427","lncRNA"
"1099","ENSG00000237003","processed_pseudogene"
"1100","ENSG00000235794","unprocessed_pseudogene"
"1101","ENSG00000286758","lncRNA"
"1102","ENSG00000235501","lncRNA"
"1103","ENSG00000237337","lncRNA"
"1104","ENSG00000233184","lncRNA"
"1105","ENSG00000233983","processed_pseudogene"
"1106","ENSG00000198198","protein_coding"
"1107","ENSG00000225183","processed_pseudogene"
"1108","ENSG00000230402","lncRNA"
"1109","ENSG00000116793","protein_coding"
"1110","ENSG00000286899","lncRNA"
"1111","ENSG00000134201","protein_coding"
"1112","ENSG00000238122","lncRNA"
"1113","ENSG00000260879","lncRNA"
"1114","ENSG00000116455","protein_coding"
"1115","ENSG00000213366","protein_coding"
"1116","ENSG00000230864","lncRNA"
"1117","ENSG00000283354","unprocessed_pseudogene"
"1118","ENSG00000232918","processed_pseudogene"
"1119","ENSG00000236360","processed_pseudogene"
"1120","ENSG00000183298","processed_pseudogene"
